claim_number,age_of_driver,safety_rating,annual_income,high_education,address_change,zip_code,claim_date,past_num_of_claims,liab_prct,police_report,age_of_vehicle,vehicle_price,total_claim,injury_claim,policy_deductible,annual_premium,days_open,form_defects,gender_M,marital_status_0,marital_status_1,property_status_Rent,claim_day_of_week_Friday,claim_day_of_week_Monday,claim_day_of_week_Saturday,claim_day_of_week_Sunday,claim_day_of_week_Thursday,claim_day_of_week_Tuesday,claim_day_of_week_Wednesday,accident_site_Local,accident_site_Parking Lot,witness_present_0,witness_present_1,channel_Online,channel_Phone,vehicle_category_Large,vehicle_category_Medium,vehicle_color_blue,vehicle_color_gray,vehicle_color_other,vehicle_color_red,vehicle_color_silver,vehicle_color_white,fraud_reported_Y
406529280,37,52,57752.0,1,1,15010,2024-02-01,0,50,1,6.0,64584.17949,18544.42588,2171.956254,500,1354.2,9.190534907,3,True,False,True,True,False,False,False,False,True,False,False,True,False,False,True,False,True,False,True,False,False,False,False,False,False,False
406695168,46,70,61254.4,1,1,15012,2024-12-05,1,99,0,5.0,13547.41912,75516.26406,1441.52824,2000,1155.97,8.868085855,5,True,False,True,False,False,False,False,False,True,False,False,True,False,True,False,False,True,False,False,True,False,False,False,False,False,False
406715904,39,44,58608.0,1,1,80022,,0,59,0,3.0,13237.76069,19590.39722,2831.926634,1000,1726.91,7.574796076,4,False,False,True,True,False,False,False,True,False,False,False,True,False,True,False,False,True,True,False,False,False,False,False,False,True,False
406819584,43,69,60200.0,1,1,80013,,0,20,1,6.0,25516.04694,15619.19039,4594.382653,1000,1324.78,8.662005946,6,True,False,True,True,True,False,False,False,False,False,False,True,False,True,False,False,True,False,True,False,True,False,False,False,False,False
406840320,28,70,53334.4,1,1,20163,2024-11-02,0,1,0,2.0,25399.93824,13171.9782,6412.915815,500,1518.54,8.614493181,4,False,False,True,False,False,False,True,False,False,False,False,False,True,True,False,False,True,False,False,False,False,False,False,False,True,False
406902528,37,80,57793.6,0,0,15001,2024-09-05,0,63,1,7.0,51044.0477,29660.82407,4136.505776,2000,1239.06,9.900786139,6,True,False,True,True,False,False,False,False,True,False,False,True,False,True,False,False,True,True,False,True,False,False,False,False,False,False
407089152,54,93,63824.0,0,1,15010,2024-03-08,1,99,1,6.0,14995.84197,43241.70403,3540.600497,500,1354.2,8.165526682,5,True,True,False,False,True,False,False,False,False,False,False,True,False,True,False,False,True,False,True,False,False,False,False,False,True,True
407151360,53,78,63539.2,1,0,15035,2023-06-09,1,11,1,2.0,17884.50231,21627.81315,4522.8775,500,1055.6,9.016610892,2,False,False,True,False,True,False,False,False,False,False,False,False,True,True,False,False,True,False,True,False,False,False,False,True,False,False
407255040,88,65,71638.4,0,0,20115,,0,0,1,5.0,31139.88674,7083.712226,5434.415842,1000,1726.91,9.22831117,4,True,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False
407317248,42,86,59803.2,1,1,50006,,0,1,1,3.0,33353.31133,13973.07274,1019.292674,500,1232.57,9.824594393,5,False,False,True,True,False,False,False,False,False,True,False,True,False,True,False,False,True,False,True,False,False,False,True,False,False,False
407524608,39,87,58627.2,0,0,80031,,1,50,1,4.0,27349.5065,13057.25192,4793.271437,1000,1622.67,8.956973379,7,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,True,True,False,False,False,False,False,False,True,False
407545344,58,58,64958.4,0,0,85018,,0,0,0,6.0,13351.58973,16193.83704,3746.628598,500,1082.36,8.857868345,4,True,True,False,False,True,False,False,False,False,False,False,False,True,True,False,False,True,True,False,False,False,False,False,False,False,True
407835648,53,68,63521.6,0,1,80101,2023-05-09,0,83,0,6.0,21594.99136,20740.78415,4929.525545,500,1055.6,9.082007316,4,True,False,True,False,False,False,False,False,False,True,False,False,True,True,False,False,True,False,True,False,False,False,False,False,True,True
407877120,56,67,64400.0,0,1,15022,2023-09-05,2,2,1,10.0,11031.90694,14468.30433,10374.26032,2000,1155.97,8.533864687,2,False,False,True,True,False,False,False,False,False,True,False,False,True,True,False,False,True,False,True,False,False,False,False,True,False,False
408022272,47,72,61577.6,0,0,15010,,0,56,1,5.0,16735.67731,34460.05272,5167.451469,500,1232.57,9.570243139,1,False,False,True,True,False,False,True,False,False,False,False,False,False,False,True,False,True,True,False,False,False,False,False,True,False,False
408125952,47,49,61596.8,1,1,50026,,4,27,1,5.0,9384.229918,16338.46858,6714.006369,1000,1324.78,7.004105268,2,True,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,True,False,False,False,True,False,False,False,True
408208896,49,83,62260.8,0,0,15001,2023-08-08,0,1,0,8.0,17675.80322,31387.52452,3847.36749,2000,1239.06,7.303309443,5,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,True,True,False,False,False,False,True,False,False,False
408499200,42,87,79776.0,1,0,15025,2024-11-08,0,50,0,6.0,11119.99623,8760.004635,10878.77568,500,1055.6,10.21218729,6,False,False,True,True,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False
408768768,54,74,63827.2,1,0,50055,2023-11-07,5,5,1,6.0,16135.31826,10814.51996,2847.003138,1000,1324.78,8.328335751,2,True,False,True,True,False,False,False,False,False,True,False,False,True,True,False,False,True,False,True,False,False,False,False,False,True,False
408893184,38,86,58211.2,0,1,85065,2024-07-03,0,50,1,7.0,25700.6933,14745.57392,4845.449604,500,1518.54,7.843599173,7,False,False,True,True,False,False,False,False,False,False,True,False,True,True,False,False,True,False,True,False,False,False,False,False,True,True
409100544,47,89,61584.0,0,1,50021,,0,100,0,9.0,23694.7558,11524.25917,4758.826574,1000,1622.67,10.18841934,6,False,False,True,True,True,False,False,False,False,False,False,True,False,True,False,False,True,False,False,False,False,False,False,False,True,True
409121280,29,66,53867.2,0,1,80031,,0,28,0,4.0,13788.01071,29780.93873,4654.132218,500,1082.36,8.837628483,3,False,False,True,False,False,False,False,False,False,True,False,False,True,True,False,False,True,False,True,False,True,False,False,False,False,True
409722624,41,88,59425.6,1,1,20151,,1,46,1,5.0,41365.30995,11245.97906,3767.22397,2000,1246.68,10.06086442,4,False,False,True,True,True,False,False,False,False,False,False,False,True,True,False,False,True,False,False,False,False,False,False,False,True,True
409743360,48,49,61940.8,1,1,15012,,0,36,1,7.0,15347.60047,25990.557,6922.929192,1000,1622.67,8.542435794,4,True,False,True,True,True,False,False,False,False,False,False,True,False,True,False,False,True,True,False,False,False,False,False,True,False,True
409950720,23,86,50177.6,0,1,20160,2023-01-11,0,4,1,7.0,26541.37157,13295.44161,5046.271634,500,1055.6,9.582609832,6,True,False,True,True,False,False,False,False,False,False,True,True,False,True,False,False,True,False,False,False,False,False,False,True,False,False
410095872,43,84,60172.8,1,1,80016,,0,93,0,4.0,31052.44487,8734.091698,7305.105407,2000,1155.97,9.656515108,5,False,False,True,True,False,False,False,False,True,False,False,True,False,False,True,False,True,False,True,False,False,False,False,False,False,False
410365440,63,76,66307.2,0,1,85042,2024-04-05,0,0,0,7.0,17916.61197,14048.13099,3283.136363,2000,1246.68,9.242193186,4,False,False,True,False,True,False,False,False,False,False,False,True,False,False,True,False,True,True,False,False,False,False,False,False,False,False
410448384,44,84,60542.4,0,1,80046,2023-05-01,1,98,1,4.0,10063.67155,30693.48197,3161.217228,500,1055.6,9.826264117,3,True,False,True,False,False,True,False,False,False,False,False,False,True,False,True,False,True,False,False,False,False,False,False,True,False,False
410572800,44,84,60544.0,0,1,85011,,0,7,1,3.0,19864.62517,22228.46379,10988.29413,2000,1155.97,9.051998435,2,True,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False
410593536,41,60,59430.4,1,1,50051,,2,40,1,5.0,35381.56126,12393.18606,5033.774044,1000,1726.91,8.543498295,6,True,True,False,True,False,False,False,False,True,False,False,True,False,False,True,False,True,False,True,True,False,False,False,False,False,False
410780160,57,82,64684.8,0,1,15012,2024-06-11,0,94,1,3.0,21331.5307,17794.64379,3809.20686,1000,1324.78,6.886963178,3,True,False,True,True,False,False,False,False,False,True,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False
411091200,40,85,59036.8,1,1,15009,,1,0,1,5.0,25176.50483,24726.68183,4474.543118,500,1082.36,7.927877913,3,True,False,True,False,False,False,True,False,False,False,False,True,False,True,False,False,True,False,False,True,False,False,False,False,False,False
411277824,63,84,66275.2,0,0,85077,2023-03-07,0,93,1,8.0,7814.686725,39795.75321,6524.176363,1000,999.43,7.950030038,7,False,False,True,False,False,False,False,False,False,True,False,True,False,False,True,False,True,False,False,False,False,False,False,True,False,False
411443712,31,52,54966.4,1,1,20165,2024-05-04,0,50,0,5.0,35953.35686,18798.40545,4333.663909,1000,1726.91,10.01194598,5,False,True,False,True,False,False,True,False,False,False,False,False,False,False,True,False,True,False,True,False,False,False,True,False,False,False
411464448,34,74,56414.4,1,1,85040,,0,95,1,8.0,19146.62738,21881.26621,2037.171522,500,1232.57,9.428206351,5,True,False,True,True,False,True,False,False,False,False,False,False,False,True,False,False,True,True,False,False,True,False,False,False,False,False
411609600,36,73,57328.0,1,0,80003,2023-04-04,0,82,1,7.0,10910.21428,18559.47943,4523.62996,500,1518.54,8.097107001,5,False,False,True,False,False,False,False,False,False,True,False,True,False,True,False,False,True,False,False,True,False,False,False,False,False,False
411982848,39,82,58612.8,1,0,15019,,6,98,1,8.0,70837.54447,41984.99254,7915.189363,1000,1726.91,9.167800104,1,True,False,True,False,False,False,False,True,False,False,False,True,False,False,True,False,True,False,False,False,False,False,False,True,False,True
412190208,43,76,60168.0,1,0,15021,2023-06-04,0,57,1,4.0,35160.92942,46335.92947,3143.430014,1000,1324.78,9.251146264,3,True,False,True,False,False,False,False,True,False,False,False,True,False,True,False,False,True,False,True,True,False,False,False,False,False,True
412459776,89,65,71811.2,1,0,85015,,1,0,0,4.0,8959.390791,10316.16102,7668.244947,500,1082.36,9.127481508,2,False,False,True,False,False,True,False,False,False,False,False,True,False,True,False,False,True,False,False,True,False,False,False,False,False,False
412708608,41,75,59416.0,1,1,20134,,0,100,1,5.0,42041.7221,30590.6068,6609.247956,500,1078.65,9.150123107,4,False,False,True,False,False,False,False,False,False,False,True,False,True,True,False,False,True,False,False,False,False,False,False,False,True,False
412791552,66,69,67008.0,1,1,80037,2023-11-03,0,57,1,8.0,36213.49235,28011.18595,2959.603088,500,1518.54,8.827059793,4,True,False,True,False,True,False,False,False,False,False,False,True,False,True,False,False,True,False,False,False,False,True,False,False,False,False
412812288,33,86,55952.0,1,0,80019,2023-06-01,2,95,1,8.0,5027.716756,20320.25944,5630.964541,2000,1239.06,10.01913613,1,False,False,True,True,False,False,False,False,True,False,False,False,True,False,True,False,True,False,True,False,False,False,False,True,False,False
413123328,55,77,64097.6,1,0,80012,,0,98,0,4.0,27617.39045,5897.539871,2806.60514,500,1354.2,10.37692671,4,False,False,True,False,False,False,False,True,False,False,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False
413185536,55,69,64140.8,0,1,20102,,0,56,1,5.0,33074.92384,50949.51668,5536.523714,500,1055.6,10.91749413,1,False,False,True,False,False,True,False,False,False,False,False,False,True,True,False,False,True,True,False,False,False,True,False,False,False,False
413662464,24,82,50849.6,0,1,85022,,0,17,0,2.0,21163.2386,50149.50384,4986.730976,500,1232.57,9.210367498,3,True,False,True,True,False,False,False,False,False,False,True,False,True,False,True,False,True,True,False,True,False,False,False,False,False,False
413703936,52,83,63203.2,1,1,85005,,0,87,0,4.0,18754.20785,46168.75284,4193.341868,500,1078.65,10.99286398,3,False,False,True,True,False,False,False,True,False,False,False,True,False,True,False,False,True,False,False,False,False,False,True,False,False,False
414035712,52,60,63220.8,1,0,20132,,0,34,1,5.0,11867.31705,42453.62439,7439.608506,2000,1239.06,10.21165668,5,True,True,False,True,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,True,False,False,False,False,False,False
414118656,71,83,68211.2,1,0,50054,,1,92,1,1.0,23932.31504,33818.43961,4971.613283,1000,1622.67,9.858015578,5,False,False,True,False,False,False,False,False,False,True,False,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False
414201600,40,69,59017.6,1,0,50051,2023-05-01,0,99,0,7.0,17072.79215,61972.81767,7429.066968,500,1354.2,6.944508305,5,True,False,True,False,False,True,False,False,False,False,False,False,True,True,False,False,True,True,False,False,True,False,False,False,False,False
414243072,34,87,56428.8,0,1,20103,,0,70,1,6.0,49137.93219,17316.42822,6220.32991,500,1055.6,8.874027491,7,False,True,False,False,False,True,False,False,False,False,False,True,False,True,False,False,True,False,False,False,True,False,False,False,False,False
414326016,50,79,62574.4,1,1,20160,2024-04-09,1,49,1,4.0,9755.689944,18963.48151,9505.905709,2000,1155.97,9.508194825,2,True,True,False,True,False,False,False,False,False,True,False,True,False,True,False,False,True,False,False,False,False,True,False,False,False,True
414346752,68,59,67542.4,1,0,50013,,0,51,0,1.0,22227.82425,13832.40524,4259.436469,1000,1726.91,8.835257321,4,True,False,True,False,False,True,False,False,False,False,False,True,False,True,False,False,True,False,True,False,False,False,False,False,True,False
414388224,41,78,59409.6,1,1,20104,2024-04-01,0,47,0,6.0,18842.26648,32382.63726,2830.709969,500,1078.65,8.927151832,3,True,False,True,True,False,True,False,False,False,False,False,False,False,True,False,False,True,False,True,False,False,True,False,False,False,True
414823680,45,91,60894.4,1,0,50005,2024-01-09,0,99,1,7.0,38787.40973,18169.13281,6361.268177,500,1082.36,8.524823436,2,True,False,True,True,False,False,False,False,False,True,False,False,True,True,False,False,True,False,False,False,False,False,False,True,False,True
414865152,53,78,63496.0,0,1,80019,,0,1,1,5.0,14693.92597,13820.18185,4903.979635,500,1055.6,10.5186752,8,True,False,True,True,False,False,False,False,True,False,False,True,False,True,False,False,True,True,False,False,False,False,False,False,True,False
414948096,46,68,61238.4,1,1,20120,2024-10-09,1,4,1,5.0,21574.35471,21676.50204,1418.135635,1000,999.43,9.421102174,6,False,False,True,False,False,False,False,False,False,False,True,True,False,True,False,False,True,True,False,True,False,False,False,False,False,False
415155456,52,80,63200.0,1,0,20109,2024-01-08,1,18,1,5.0,31234.61613,19823.89316,5662.81937,1000,1726.91,10.68531103,3,False,False,True,False,False,True,False,False,False,False,False,True,False,False,True,False,True,False,True,False,False,True,False,False,False,False
415176192,64,59,66536.0,1,1,15001,,3,50,1,4.0,53421.2571,17528.14296,1665.138794,500,1232.57,9.890059114,5,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,True,False,False,False,False,False,False
415466496,39,70,58625.6,0,0,85041,2024-09-09,3,50,1,6.0,20542.1126,20719.68795,6607.194248,1000,1622.67,7.789274001,7,True,False,True,False,False,True,False,False,False,False,False,False,True,True,False,False,True,False,False,False,True,False,False,False,False,False
415653120,44,66,60571.2,1,0,80003,2023-10-03,0,50,0,2.0,8356.997783,17394.21275,6080.707743,500,1055.6,11.21984653,1,False,False,True,True,False,False,False,False,False,True,False,True,False,True,False,False,True,False,True,False,False,False,True,False,False,False
415860480,33,47,55940.8,0,1,50027,2023-07-11,0,100,0,3.0,12762.63133,29674.32535,3787.603236,2000,1155.97,8.871843149,5,True,False,True,False,False,False,False,False,False,True,False,False,True,True,False,False,True,False,True,False,False,False,False,True,False,False
415964160,32,55,55459.2,1,1,80047,,3,16,1,3.0,22331.25862,11305.49458,7071.632929,1000,1324.78,10.21988126,6,False,True,False,True,False,False,False,False,False,False,True,True,False,False,True,False,True,False,True,False,False,True,False,False,False,False
415984896,33,86,55948.8,0,0,20128,2024-06-08,1,20,0,7.0,21099.3523,26995.95723,7873.702005,500,1518.54,9.651208191,6,True,False,True,True,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False
416150784,38,82,58203.2,1,1,15026,,0,100,1,6.0,37277.87137,11283.32864,4396.840999,500,1082.36,9.882954228,4,False,True,False,False,False,False,False,True,False,False,False,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False
416358144,43,83,60188.8,1,1,50026,2023-08-07,1,56,1,10.0,6195.639036,28425.3773,5772.570979,1000,999.43,9.941456339,5,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,True,True,False,False,False,False,False,True,False,False
416441088,29,80,53886.4,0,0,80015,,1,12,1,7.0,7371.174255,15424.27545,1783.725684,500,1232.57,7.941368891,2,True,False,True,True,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,True
416565504,39,24,58625.6,0,1,20132,2024-08-09,0,0,0,4.0,22800.81861,13854.67155,5376.641296,500,1518.54,7.833276362,4,True,True,False,False,True,False,False,False,False,False,False,False,True,True,False,False,True,False,True,False,False,True,False,False,False,False
416731392,25,91,51476.8,1,0,85026,2023-08-10,0,55,1,2.0,9787.398196,23603.95371,6491.715266,500,1354.2,8.079098145,2,True,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,True,False
417063168,41,87,59409.6,1,1,20117,,0,39,0,7.0,15040.60142,14428.25983,1194.125641,1000,1726.91,8.65187763,4,False,True,False,False,True,False,False,False,False,False,False,True,False,True,False,False,True,False,True,False,False,False,False,True,False,False
417104640,61,63,65777.6,1,0,50021,,1,97,1,2.0,25919.3527,7934.241618,2757.426594,500,1232.57,10.45786071,5,False,True,False,True,False,False,True,False,False,False,False,True,False,True,False,False,True,False,False,True,False,False,False,False,False,False
417125376,63,83,66291.2,1,1,80003,2024-01-09,0,21,0,3.0,48248.53176,23779.78582,6472.444633,500,1078.65,8.701297921,3,True,False,True,False,False,False,False,False,False,True,False,False,True,True,False,False,True,False,True,False,False,False,False,False,False,False
417187584,45,69,60883.2,1,0,50047,2024-05-11,0,35,0,1.0,30394.4727,26357.38044,4303.251319,500,1518.54,9.754729829,4,True,False,True,False,False,False,True,False,False,False,False,True,False,True,False,False,True,False,True,False,False,False,False,False,False,False
417312000,32,68,55443.2,1,1,15010,2023-05-03,0,96,1,4.0,29276.68171,19273.97651,6357.857312,2000,1246.68,9.122219441,2,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,False,False,False,True,False,False,True
417353472,28,69,68334.4,1,1,15012,,0,100,1,7.0,19302.74764,11166.12345,3819.563055,1000,1622.67,9.507321214,1,True,False,True,True,False,True,False,False,False,False,False,False,True,True,False,False,True,False,False,False,False,True,False,False,False,False
417830400,30,85,54417.6,1,1,85077,,2,29,1,8.0,35296.67475,8722.20998,9543.820059,500,1078.65,9.115921387,8,False,False,True,False,False,False,False,True,False,False,False,True,False,True,False,False,True,True,False,False,False,True,False,False,False,False
417851136,55,83,64118.4,1,0,80040,,4,65,1,5.0,28860.19676,12494.12876,4889.682774,1000,1324.78,9.60371158,5,False,False,True,False,True,False,False,False,False,False,False,False,True,True,False,False,True,False,False,False,False,True,False,False,False,False
417871872,36,89,57336.0,1,1,20104,2023-05-01,0,48,1,10.0,17968.21662,14179.2579,5784.345393,500,1518.54,8.109892983,5,True,False,True,True,False,True,False,False,False,False,False,False,False,False,True,False,True,False,True,False,False,False,False,True,False,False
418099968,50,70,62577.6,0,1,20128,2024-02-11,2,0,1,6.0,22413.0789,15206.0818,6301.638157,500,1082.36,9.531991694,3,False,False,True,True,False,False,False,True,False,False,False,False,True,True,False,False,True,False,False,False,True,False,False,False,False,False
418245120,62,66,66014.4,1,1,20148,2024-12-10,0,74,0,8.0,29250.85526,24729.31955,3642.395514,1000,999.43,9.568728057,4,True,False,True,False,False,False,False,False,False,True,False,False,True,True,False,False,True,False,True,False,False,False,True,False,False,True
418265856,51,48,62876.8,0,0,85054,,0,99,1,4.0,25082.35099,13665.25976,4460.671277,2000,1155.97,9.157121387,4,True,True,False,True,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False
418846464,40,70,59003.2,1,0,50047,,0,92,0,3.0,23690.38257,19384.16819,5062.839236,500,1354.2,9.921684773,4,True,False,True,False,False,False,False,True,False,False,False,False,True,True,False,False,True,False,False,False,False,False,False,False,True,False
419116032,47,25,61612.8,1,1,80022,,1,1,0,5.0,12900.94334,42479.06726,5251.396892,1000,999.43,9.065165408,3,True,False,True,False,True,False,False,False,False,False,False,True,False,True,False,False,True,True,False,False,False,False,False,True,False,False
419157504,59,64,65222.4,1,0,15032,,0,71,0,3.0,24696.20858,13931.67395,4598.787478,2000,1155.97,7.642720658,8,False,False,True,True,False,False,True,False,False,False,False,True,False,True,False,False,True,False,False,False,False,False,False,True,False,False
419323392,49,72,62252.8,0,1,85001,2024-04-03,0,34,0,6.0,17771.6116,17804.94175,6059.397196,500,1518.54,8.673005015,2,False,False,True,True,False,False,False,False,False,False,True,False,False,False,True,False,True,False,True,False,False,True,False,False,False,True
419406336,65,71,66768.0,1,1,15022,2024-01-11,4,3,1,6.0,22334.01136,5187.711188,4204.503098,2000,1239.06,9.703041791,7,True,False,True,True,False,False,False,False,True,False,False,True,False,False,True,False,True,False,True,False,True,False,False,False,False,False
419489280,49,56,62284.8,0,1,85045,,0,49,0,8.0,19200.43241,30411.7825,9222.585564,1000,1622.67,9.339394846,2,False,True,False,True,False,False,True,False,False,False,False,False,True,True,False,False,True,False,True,False,False,False,True,False,False,True
419530752,33,89,55942.4,0,0,50039,,0,99,1,4.0,51303.8375,10725.95534,2006.909247,500,1082.36,8.478468727,4,False,True,False,True,False,False,False,False,True,False,False,False,True,True,False,False,True,True,False,True,False,False,False,False,False,True
420111360,46,89,61235.2,0,1,15001,,0,52,0,2.0,8555.648319,12255.84212,3743.768517,2000,1246.68,9.173505186,3,True,True,False,False,False,True,False,False,False,False,False,True,False,False,True,False,True,True,False,False,False,True,False,False,False,False
420567552,27,73,52732.8,1,1,20117,,0,92,0,4.0,34389.58775,57798.9309,4188.115566,1000,1726.91,9.445588561,4,False,False,True,True,False,False,False,True,False,False,False,False,True,True,False,False,True,False,False,False,True,False,False,False,False,False
420774912,49,91,62267.2,0,0,15055,,0,96,0,3.0,34822.34923,14939.66569,6935.314048,500,1518.54,8.304263409,7,False,False,True,True,False,True,False,False,False,False,False,True,False,True,False,False,True,False,True,False,False,False,True,False,False,False
421314048,35,17,56900.8,0,0,20151,,0,13,1,4.0,31164.85404,32536.40863,7911.00432,500,1078.65,10.26323805,3,False,False,True,True,False,False,False,True,False,False,False,False,True,True,False,False,True,False,True,False,False,True,False,False,False,True
421376256,40,78,59014.4,1,1,50046,2024-01-12,0,13,1,4.0,27278.91628,17057.76031,2258.273181,1000,1324.78,9.997411594,3,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,True,False,False,False,False,False,False,True,False
421542144,38,78,58180.8,0,1,15025,,1,2,1,10.0,25393.90342,16373.50514,5092.615465,500,1518.54,8.132753683,5,False,False,True,True,True,False,False,False,False,False,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False
421977600,31,91,54961.6,0,0,20146,,1,72,0,3.0,11795.61335,9533.580677,5766.286188,1000,1726.91,9.131431724,1,False,False,True,False,False,False,False,False,False,True,False,False,True,True,False,False,True,True,False,False,False,False,False,True,False,True
422019072,43,72,60172.8,1,0,50031,2024-09-01,0,12,1,4.0,35861.58711,18885.17612,6557.318242,500,1232.57,6.939680849,4,True,False,True,False,False,False,False,True,False,False,False,True,False,True,False,False,True,False,True,True,False,False,False,False,False,True
422081280,31,55,54918.4,1,0,85029,,0,38,0,2.0,30089.04573,21331.53484,7361.202774,500,1078.65,8.165886346,1,False,False,True,True,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False
422122752,53,74,63542.4,0,1,50035,2023-03-08,1,66,1,4.0,27391.75251,25401.9653,5000.026777,1000,1324.78,9.170852583,6,False,True,False,False,False,False,False,False,False,False,True,True,False,True,False,False,True,False,True,False,True,False,False,False,False,True
422164224,49,66,62252.8,1,1,80031,2024-11-06,0,27,1,7.0,29260.8747,26336.79872,2293.181083,2000,1239.06,7.627356099,5,True,True,False,False,False,False,False,False,False,False,True,True,False,False,True,False,True,True,False,False,False,True,False,False,False,False
422184960,53,63,63521.6,1,1,15049,,0,54,0,11.0,8825.093,21721.21238,8993.265155,2000,1246.68,7.364494755,3,True,False,True,True,True,False,False,False,False,False,False,False,True,True,False,False,True,False,True,False,False,False,True,False,False,False
422226432,34,91,56412.8,1,1,80012,,0,43,1,8.0,28897.66164,24368.58073,2660.04773,1000,1622.67,10.34598446,2,True,True,False,False,False,False,False,True,False,False,False,False,True,True,False,False,True,False,False,True,False,False,False,False,False,True
422392320,41,73,59393.6,0,1,15047,,0,14,0,7.0,32597.07634,25520.44812,7817.878623,500,1055.6,8.915585021,1,True,False,True,False,False,False,False,True,False,False,False,True,False,True,False,False,True,False,False,True,False,False,False,False,False,False
422496000,40,79,58985.6,1,1,80024,,1,49,0,4.0,35081.80478,72829.70024,8226.78106,2000,1155.97,7.592946492,6,False,False,True,False,True,False,False,False,False,False,False,False,True,True,False,False,True,True,False,False,False,False,False,False,True,False
422516736,31,31,54924.8,1,0,15001,,1,50,1,9.0,17893.56318,16005.5335,4438.147527,1000,1726.91,7.640571389,7,True,False,True,True,False,False,False,False,True,False,False,False,True,True,False,False,True,True,False,False,False,False,False,False,True,True
422537472,35,92,56864.0,1,1,20144,,0,0,0,6.0,8124.870339,42644.80308,5638.046404,500,1232.57,8.855750625,6,False,False,True,False,False,False,False,False,False,False,True,True,False,True,False,False,True,False,True,False,False,False,False,False,False,True
422724096,33,76,55939.2,1,1,20116,,1,0,1,6.0,31698.4942,24928.52615,3257.83008,1000,1324.78,9.37904683,2,True,False,True,False,False,False,False,False,False,True,False,False,True,True,False,False,True,False,False,False,False,False,False,True,False,False
422910720,38,77,58209.6,0,0,80107,,0,42,0,6.0,23068.504,5732.750137,7533.360367,2000,1246.68,6.424494503,3,False,False,True,True,False,False,False,False,False,True,False,False,True,True,False,False,True,False,True,False,True,False,False,False,False,False
423097344,29,85,53908.8,0,0,15052,,0,98,0,5.0,9950.85132,12070.92971,5540.274549,500,1055.6,8.384861959,5,True,True,False,True,False,False,False,False,False,True,False,True,False,False,True,False,True,False,False,False,False,False,False,False,False,False
423221760,34,60,56420.8,0,1,15025,,0,2,1,1.0,44396.3826,28023.28893,2720.976717,2000,1155.97,9.560798569,6,False,True,False,True,False,False,False,False,True,False,False,True,False,True,False,False,True,True,False,False,False,True,False,False,False,False
423346176,33,51,55963.2,1,1,50035,,2,50,1,1.0,29600.4951,42840.62161,4033.268344,500,1232.57,8.703235214,4,True,True,False,True,True,False,False,False,False,False,False,True,False,True,False,False,True,False,False,False,True,False,False,False,False,True
423449856,32,90,55465.6,1,1,15034,,0,71,1,4.0,17776.5113,13554.1987,7081.12895,500,1518.54,10.91241248,4,True,True,False,False,False,False,False,False,False,False,True,False,True,True,False,False,True,False,False,True,False,False,False,False,False,False
423512064,67,81,67276.8,1,0,85074,,1,97,1,7.0,8473.710186,25010.69878,7420.271186,2000,1246.68,7.908509705,2,False,False,True,False,False,False,False,False,False,False,True,True,False,True,False,False,True,True,False,False,True,False,False,False,False,False
423781632,53,12,63534.4,1,1,80014,2024-04-12,1,27,1,4.0,34745.45971,32320.32072,3169.397503,500,1354.2,9.27706811,3,False,False,True,False,True,False,False,False,False,False,False,True,False,True,False,False,True,True,False,False,True,False,False,False,False,True
423843840,44,70,60555.2,1,0,15054,2024-02-09,2,83,1,7.0,11448.61432,37647.38581,3218.500062,500,1055.6,8.7535579,5,False,False,True,False,True,False,False,False,False,False,False,False,True,False,True,False,True,True,False,True,False,False,False,False,False,False
424196352,57,73,64704.0,0,0,20106,2024-06-06,0,7,1,4.0,24575.76405,6101.417333,7059.645377,500,1232.57,8.593157665,4,True,False,True,False,False,False,False,False,True,False,False,False,True,True,False,False,True,False,True,False,False,False,True,False,False,True
